MASTERFLEX O.N.;DE0005492938
BORUSSIA DORTMUND;DE0005493092
HYPOPORT AG;DE0005493365
SQS AG NA O.N.;DE0005493514
UMS O.N.;DE0005493654
EQS GROUP AG NA O.N.;DE0005494165
CURASAN AG;DE0005494538
TOMORROW FOCUS AG;DE0005495329
GERATHERM O.N.;DE0005495626
DATA MODUL AG O.N.;DE0005498901
A.SPRINGER SE VNA;DE0005501357
DEUTSCHE BALATON AG O.N.;DE0005508204
UNIPROF REAL HLD O.N.;DE0005509129
DT.GRUNDST.AUKT.AG;DE0005533400
DISKUS WERKE AG;DE0005538607
DRILLISCH AG O.N.;DE0005545503
DRAEGERWERK ST.A.O.N.;DE0005550602
DRAEGERWERK VZO O.N.;DE0005550636
DRAEGERWERK GEN.S.A.;DE0005550651
DRAEGERWERK GEN.S.K.;DE0005550677
DRAEGERWERK GEN.S.D;DE0005550719
DEUTSCHE POST AG NA O.N.;DE0005552004
DT.TELEKOM AG NA;DE0005557508
PARAGON AG;DE0005558696
DUERR AG O.N.;DE0005565204
DIERIG HOLDING AG O.N.;DE0005580005
PILKINGTON DTLD. AG;DE0005588008
EASY SOFTWARE AG;DE0005634000
EDDING AG O.N. VZO O.N.;DE0005647937
EHLEBRACHT AG O.N.;DE0005649107
EDEL AG O.N.;DE0005649503
EIFELHOEHEN-KLINIK O.N.;DE0005653604
EINHELL GERMANY VZO O.N.;DE0005654933
EISEN- U.HUETTENWERKE;DE0005658009
ECKERT+ZIEGLER AG O.N.;DE0005659700
EUWAX AG O.N.;DE0005660104
EVOTEC AG O.N.;DE0005664809
ELMOS SEMICONDUCTOR AG;DE0005677108
NAV DAX 30 INDEX FOND;DE0005704779
NAV INDEXCH. EUROSTOXX 50;DE0005705446
NAV INDEXCH. STOXX 50;DE0005705453
EUROKAI KGAA VZO;DE0005706535
SMT SCHARF AG;DE0005751986
FUNKWERK O.N.;DE0005753149
4 SC AG;DE0005753818
LS TELCOM AG;DE0005754402
SOFTSHIP AG O.N.;DE0005758304
INIT INNOVATION O.N.;DE0005759807
MME MOVIEMENT AG;DE0005761159
FERNHEIZ.NEUKOELLN O.N.;DE0005767909
FIELMANN AG O.N.;DE0005772206
FORST EBNATH O.N.;DE0005773006
FRAPORT AG FFM.AIRPORT;DE0005773303
FORTEC ELEKTRO. O.N.;DE0005774103
FORIS AG;DE0005775803
FRESENIUS SE+CO.KGAA O.N.;DE0005785604
FRESEN.MED.CARE KGAA O.N.;DE0005785802
FROEHLICH BAU AG I.A.;DE0005790307
FROEHLICH BAU AG VZO I.A.;DE0005790331
FUCHS PETROLUB SE O.N.;DE0005790406
FUCHS PETROL.SE VZO O.N.;DE0005790430
GFT TECHNOLOGIES AG;DE0005800601
GERMAN BROKERS AG O.N.;DE0005801807
DEUTSCHE BOERSE NA O.N.;DE0005810055
ECOTEL COMMUNICATION AG;DE0005854343
MS INDUSTRIE AG;DE0005855183
INVISION AG;DE0005859698
GAG IMMOB. AG VNA VZ O.N.;DE0005863534
GRENKELEASING AG O.N.;DE0005865901
PRIMAG AG;DE0005870323
INTICA SYSTEMS AG;DE0005874846
GFK SE O.N.;DE0005875306
DMG MORI SEIKI AG O.N.;DE0005878003
GIRINDUS I.L. O.N.;DE0005880405
GRAMMER AG O.N.;DE0005895403
GREIFFENBERGER AG O.N.;DE0005897300
BILFINGER SE O.N.;DE0005909006
GRUSCHWITZ TEXTILWERKE ST;DE0005910004
YOC AG O.N.;DE0005932735
ISHARES MDAX UCITS ETF;DE0005933923
ISHS CORE DAX UCITS ETF;DE0005933931
ISH.STOXX EUROPE 50 U.ETF;DE0005933949
ISHARES EO STOXX 50 U.ETF;DE0005933956
ISHARES SLI UCITS ETF DE;DE0005933964
ISHARES TECDAX UCITS ETF;DE0005933972
ISH.S.EUR.LARGE 200 U.ETF;DE0005933980
ISH.S.EUROP.MID 200 U.ETF;DE0005933998
OHB AG O.N.;DE0005936124
MAN SE ST O.N.;DE0005937007
MAN SE VZO O.N.;DE0005937031
SEVEN PRINCIPLES AG;DE0005941546
NAV INDE.FTSE 100 IN.FO.;DE0005998132
H.P.I. HOLDING AG O.N.;DE0006001902
HYRICAN INFO.SYSTEME AG;DE0006004500
HAMBORNER REIT AG O.N.;DE0006013006
HAWESKO HOLDING AG    SVG;DE0006042708
MATERNUS-KLI.AG O.N.;DE0006044001
BIOFRONTERA AG;DE0006046113
HEIDELBERGCEMENT AG O.N.;DE0006047004
HENKEL AG+CO.KGAA ST O.N.;DE0006048408
HENKEL AG+CO.KGAA VZO;DE0006048432
MASCH.BERT.HER. O.N. VZO;DE0006052830
HERLITZ AG ST O.N.;DE0006053101
KONTRON AG O.N.;DE0006053952
1ST RED AG;DE0006055007
SHAREHOLD.VAL.BET.O.N.;DE0006059967
HMS BERGBAU AG;DE0006061104
FROSTA AG AKT. O.N.;DE0006069008
HOCHTIEF AG;DE0006070006
PHILIPP HOLZMANN AG O.N.;DE0006082001
HORNBACH HOLD.VZO O.N.;DE0006083439
HORNBACH-BAUMARKT O.N.;DE0006084403
CAPITAL STAGE AG;DE0006095003
INFAS HLDG AG  O.N.;DE0006097108
BHS TABLETOP AG O.N.;DE0006102007
ISION INTERNET O.N.;DE0006112006
IFA HOTEL U.TOURISTI.O.N.;DE0006131204
Q-SOFT VERWALT.AG O.N.;DE0006175946
HAEMATO AG O.N.;DE0006190705
INDUS HOLDING AG;DE0006200108
FRIWO AG O.N.;DE0006201106
PEH WERTPAPIER AG;DE0006201403
SALZGITTER AG O.N.;DE0006202005
KUKA AG;DE0006204407
MVISE AG O.N.;DE0006204589
CD DT.EIGENHEIM AG;DE0006208333
KAP-BETEILIGUNGS-AG O.N.;DE0006208408
ALBA SE O.N.;DE0006209901
INAV ISHARES DJST600CM DE;DE0006213952
MUELLER-DIE LILA LOGISTIK;DE0006214687
JOST AG O.N.;DE0006216401
JUNGHEINRICH AG O.N.VZO;DE0006219934
INTERTAINMENT O.N.;DE0006223605
I:FAO AG NA O.N.;DE0006224520
JENOPTIK AG O.N.;DE0006229107
INFINEON TECH.AG NA O.N.;DE0006231004
KAMPA AG O.N.;DE0006269103
ARCANDOR AG O.N.;DE0006275001
OVB HOLDING AG;DE0006286560
ISHS ESTXX BNKS.30-15 UC.;DE0006289309
ISHS ESTXX TELEC.30-15UC.;DE0006289317
IS.DJ GLOB.TITAN.50 U.ETF;DE0006289382
IS.DJ INDUST.AVERAG.U.ETF;DE0006289390
ISH.EB.REXX GOV.GER.U.ETF;DE0006289465
I.EB.R.G.G.1.5-2.5Y U.ETF;DE0006289473
I.EB.R.GO.G.2.5-5.5 U.ETF;DE0006289481
I.EB.R.G.G.5.5-10.5 U.ETF;DE0006289499
KSB AG O.N. ST;DE0006292006
KSB AG O.N. VZO;DE0006292030
DUERKOPP ADLER AG O.N.;DE0006299001
NAV INDEXCH. SMI;DE0006300627
NAV INDEXCH. MDAX;DE0006300635
NAV INDEXCH. NEMAX 50;DE0006300643
NAV INDEXCHANGE DJ IND. AVE.;DE0006300650
NAV INDEXCHANGE DJ GL. TITANS;DE0006300676
NAV INDEXCHANGE DJ STOXX BANKS;DE0006300684
NAV INDEXCHANGE DJ STOXX TELEC;DE0006300692
NAV INDEXCHANGE DJ STOXX TECHN;DE0006301013
NAV INDEXCHANGE DJ STOXX HEALT;DE0006301021
NAV INDEXCHANGE DJ EURO BANKS;DE0006301047
NAV INDEXCHANGE DJ EURO TELEC.;DE0006301054
NAV INDEXCHANGE DJ EURO TECHN;DE0006301062
NAV INDEXCHANGE DJ EURO HEALTH;DE0006301070
DEUTZ AG O.N.;DE0006305006
KST BETEILIGUNGS AG;DE0006322001
KRONES AG O.N.;DE0006335003
LEWAG HOLDING AG;DE0006336001
COLON.REAL ESTATE AG;DE0006338007
CORONA EQUITY PARTNER AG;DE0006341183
LPKF LASER+ELECTRON.;DE0006450000
NEMETSCHEK AG O.N.;DE0006452907
VDN AG O.N.;DE0006455009
LECHWERKE AG;DE0006458003
LANG+SCHWARZ AG NA;DE0006459324
LEIFHEIT AG O.N.;DE0006464506
LINDE AG O.N.;DE0006483001
A.I.S. AG;DE0006492903
MAINOVA AG O.N.;DE0006553464
BAY.GEWERBEBAU AG;DE0006569007
ALBIS LEASING AG O.N.;DE0006569403
MLP AG;DE0006569908
NANOREPRO AG;DE0006577109
KHD HUMBOLDT WEDAG O.N.;DE0006578008
MAUSER WALDECK AG I.L.;DE0006580301
MENSCH UND MASCH.O.N.;DE0006580806
M.A.X. AUTOMATION AG;DE0006580905
MEDICLIN AG;DE0006595101
MERCK KGAA O.N.;DE0006599905
GEA GROUP AG;DE0006602006
MEDION AG O.N.;DE0006605009
MINERALBR.UEBERKINGEN AG;DE0006614001
MINERALBR.UEBERK.-VZ-;DE0006614035
SOLAR-FABRIK AG O.N.;DE0006614712
M+S ELEKTRONIK AG;DE0006617400
MEDICAL COLUMBUS O.N.;DE0006618309
MUEHLBAUER HOLD.AG O.N.;DE0006627201
MUEHL PROD. + SERV. O.N.;DE0006628100
MORPHOSYS AG O.N.;DE0006632003
MOLOGEN AG;DE0006637200
MWB FAIRTRADE WPHDLSBK AG;DE0006656101
AUDI AG O.N.;DE0006757008
NEW-YORK HBR.GUMMI;DE0006765506
AURUBIS AG;DE0006766504
NORDWEST HANDEL AG;DE0006775505
NUCLETRON ELECTRONIC;DE0006789605
S.-GOBAIN OBERLAND AG O.N;DE0006851603
ODEON FILM AG O.N.;DE0006853005
GERM.ASSET MANAG.VOL.VA;DE0006867617
GERM.ASSET MANAG.B+W.ZT;DE0006867633
SYNAXON AG;DE0006873805
OCEANICA AG I.A.;DE0006901705
PARK U.BELLHEIMER AG O.N.;DE0006902000
VPE WERTPAPIERHDLBK;DE0006911605
POLIS IMMOBILIEN AG;DE0006913304
PIRONET NDH AG O.N.;DE0006916406
PFEIFFER VACUUM TECH.O.N.;DE0006916604
PA POWER AUTOM.AG;DE0006924400
PITTLER MA.FABR. AG;DE0006925001
SCHERZER U. CO. AG O.N.;DE0006942808
HYPO ALPE-ADR. 01/UND.;DE0006949555
PONGS + ZAHN AG O.N.;DE0006954001
PRO DV AG O.N.;DE0006967805
PROGRESS-WERK OBERK. O.N.;DE0006968001
PUMA SE;DE0006969603
REALTECH AG O.N.;DE0007008906
RATIONAL AG;DE0007010803
WASGAU PROD.HANDELS AG;DE0007016008
WINDHOFF AG O.N.;DE0007018509
SAG SOLARSTROM AG;DE0007021008
RHEINMETALL AG;DE0007030009
RWE AG ST O.N.;DE0007037129
RWE AG VZO O.N.;DE0007037145
RHOEN-KLINIKUM O.N.;DE0007042301
KWS SAAT AG O.N.;DE0007074007
DAIMLER AG NA O.N.;DE0007100000
SANACORP PHARMAHLDG.VZO;DE0007163131
SAP SE O.N.;DE0007164600
SARTORIUS AG O.N.;DE0007165607
SARTORIUS AG VZO O.N.;DE0007165631
SCHALTBAU HOLDING O.N;DE0007170300
KOENIG + BAUER AG ST O.N.;DE0007193500
FIRST SENSOR AG O.N.;DE0007201907
TECDAX (PERFORMANCEINDEX);DE0007203275
TECDAX (KURSINDEX);DE0007203283
SNP SCHNEID.-NEUREIT.O.N.;DE0007203705
SCHUMAG AG O.N.;DE0007216707
SCHWAELBCHEN MOLKERE.O.N.;DE0007218901
SEDLMAYR GRD+IMMOB.ON;DE0007224008
SEDLBAUER AG O.N.;DE0007224602
A.A.A.AG ALLG.ANL.VERW;DE0007228009
SCHLOSS WACHENHEIM AG O.N;DE0007229007
SIXT SE ST O.N.;DE0007231326
SIXT SE VZO O.N.;DE0007231334
SGL CARBON SE O.N.;DE0007235301
SIEMENS AG NA;DE0007236101
SINGULUS TECHNOL.;DE0007238909
SIMONA AG O.N.;DE0007239402
CYBITS HOLDING AG O.N.;DE0007240004
INAV IN. EB.REXX GOV.GER;DE0007240210
SINNER AG O.N.;DE0007241002
TRANSTEC AG NA O.N.;DE0007241424
STADA ARZNEIMITT.VNA O.N.;DE0007251803
METRO AG ST O.N.;DE0007257503
METRO AG VZO O.N.;DE0007257537
ADM HAMBURG AG  O.N.;DE0007269003
STO SE+CO.KGAA VZO O.N.;DE0007274136
SECUNET SECURITY AG O.N.;DE0007276503
STOEHR + CO.AG I.A.;DE0007277006
SPL.MEDIEN AG O.N.;DE0007279507
STRATEC BIOMEDICAL EO 1;DE0007289001
SUEDZUCKER AG  O.N.;DE0007297004
HEIDELBERG.DRUCKMA.O.N.;DE0007314007
STINAG STUTTGART INVEST;DE0007318008
SUEDWSTDT.SALZWERKE;DE0007346603
TAKKT AG O.N.;DE0007446007
IVU TRAFFIC TECHN.AG O.N.;DE0007448508
TC UNTERHALTUNGSELEK.;DE0007454209
TELES AG INFORM.TECHN.;DE0007454902
TISCON AG O.N.;DE0007458804
PVA TEPLA AG O.N.;DE0007461006
ACTIVA RESOURCES AG;DE0007471377
WIRECARD AG;DE0007472060
PAUL HARTMANN AG O.N.;DE0007474041
WALTER BAU-AG ST O.N.;DE0007477507
WALTER BAU-AG VZO O.N.;DE0007477531
DEUTSCHE EUROSHOP AG O.N.;DE0007480204
STROEER MEDIA SE;DE0007493991
TRIPLAN AG O.N.;DE0007499303
THYSSENKRUPP AG O.N.;DE0007500001
TTL INF. TECHN. AG O.N.;DE0007501009
TURBON AG O.N.;DE0007504508
WASHTEC AG O.N.;DE0007507501
BEATE UHSE AG;DE0007551400
UZIN UTZ AG O.N.;DE0007551509
SFC ENERGY AG;DE0007568578
GK SOFTWARE O.N.;DE0007571424
VALORA EFFEK.HAND.O.N.;DE0007600108
VBH HOLDING AG O.N.;DE0007600702
HANSA GROUP AG;DE0007608606
GOING PUBLIC MEDIA AG;DE0007612103
CCR LOGISTICS SYSTEMS AG;DE0007627200
VILLEROY + BOCH AG VZ;DE0007657231
VOLKSWAGEN AG ST O.N.;DE0007664005
VOLKSWAGEN AG VZO O.N.;DE0007664039
VOSSLOH AG O.N.;DE0007667107
GOLD-ZACK AKTIEN NA O.N.;DE0007686826
WANDERER-WERKE AKTIEN;DE0007756009
H+R AG  INH. O.N.;DE0007757007
GELSENWASSER AG;DE0007760001
WESTAG + GETALIT ST O.N.;DE0007775207
WESTAG + GETALIT VZO O.N.;DE0007775231
VASCORY AG  O.N.;DE0007786303
ALNO AG;DE0007788408
WMF AG ST O.N.;DE0007803009
WMF AG VZO O.N.;DE0007803033
DALDRUP+SOEHNE AG;DE0007830572
IFA SYSTEMS AG;DE0007830788
VISCOM AG O.N.;DE0007846867
YMOS AG O.N.;DE0007847303
RENK AG O.N.;DE0007850000
ELRINGKLINGER AG NA O.N.;DE0007856023
KLASSIK RADIO AG NA O.N.;DE0007857476
PROBIODRUG AG  O.N.;DE0007921835
DEUTSCHE POSTBANK AG NA;DE0008001009
REGENBOGEN AG O.N.;DE0008009564
DT.EFF.U.WECH.-BET.G.O.N.;DE0008041005
DVB BANK SE O.N.;DE0008045501
WUESTENROT+WUERTT.AG O.N.;DE0008051004
DT.REAL ESTATE AG O.N.;DE0008055021
IKB DT.INDUSTRIEBANK O.N.;DE0008063306
OLDENBG.LANDESBANK O.N.;DE0008086000
WEBAC HOLDING AG;DE0008103102
HSBC TRINKAUS+BURKH.O.N.;DE0008115106
AMALPHI AG;DE0008131350
EUROGRAPHICS NA O.N.;DE0008137654
NET MOBILE AG O.N.;DE0008137852
MERKUR BANK KGAA .O.N.;DE0008148206
LUFTHANSA AG VNA O.N.;DE0008232125
UESTRA HANN.VERKEHRSB.AG;DE0008250002
KOELN-DUESSELD.RHSCHF.;DE0008286006
TAG IMMOBILIEN AG;DE0008303504
HANN.RUECK SE NA O.N.;DE0008402215
ALLIANZ SE VNA O.N.;DE0008404005
WUERTTB.LEBENSV. NA.S.;DE0008405028
MUENCH.RUECKVERS.VNA O.N.;DE0008430026
NUERNBERGER BET.AG VNA;DE0008435967
MID CAP DAX (PERFORMANCEINDEX);DE0008467416
NEUER MARKT INDEX;DE0008468943
DAX (PERFORMANCEINDEX);DE0008469008
DAX 100 (PERFORMANCEINDEX);DE0008469016
COMPOSITE-DAX;DE0008469602
MITSUMI ELECTR. DZ/1 O.N.;DE0008585498
BAWAG CAP.FIN.PREF.EO 25;DE0008600966
BP PLC DZ/1 DL-,25;DE0008618737
MARUDAI FOOD DZ/1 O.N.;DE0008646654
OMRON CORP. DZ/1 O.N.;DE0008647488
CONSTANTIN MEDIEN AG O.N.;DE0009147207
SDAX (PERFORMANCE-INDEX);DE0009653386
SDAX (KURS-INDEX);DE0009653394
SMAX-ALL-SHARE-INDEX;DE0009660068
SMAX-ALL--SHARE-INDEX;DE0009660076
NEW MARKET INDEX (PERF.);DE0009665133
NEW MARKET INDEX (KURS);DE0009665141
DAX SETTLEMENT INDEX;DE0009665612
MDAX SETTLEMENT INDEX;DE0009665620
PEARL GOLD AG;DE000A0AFGF3
SOFTMATIC AG O.N.;DE000A0AHT46
PAION O.N;DE000A0B65S3
YOUNIQ AG;DE000A0B7EZ7
MIFA FAHRRADWERKE O.N.;DE000A0B95Y8
ARAGON AG O.N.;DE000A0B9N37
NANOSTART AG;DE000A0B9VV6
VITA 34 AG;DE000A0BL849
IMPREGLON SE;DE000A0BLCV5
USU SOFTWARE AG;DE000A0BVU28
PHOENIX SOLAR AG  O.N.;DE000A0BVU93
DT.CANNABIS AG   O.N.;DE000A0BVVK7
IMW IMMOBILIEN SE NA O.N.;DE000A0BVWY6
DIVDAX K-IN.;DE000A0C33C3
DIVDAX PERFORMANCE INDEX;DE000A0C33D1
DAXPLUS EXPORT STRATEGY INDEX;DE000A0C4BX4
STARDSL AG;DE000A0CASB4
WINCOR NIXDORF O.N.;DE000A0CAYB2
NORDEX SE O.N.;DE000A0D6554
MAX21 MGMT.U.BETEIL.AG;DE000A0D88T9
ISHARES EURO STOXX U.ETF;DE000A0D8Q07
ISHARES ATX UCITS ETF;DE000A0D8Q23
I.EB.R.GOV.GE.10.5+ U.ETF;DE000A0D8Q31
IS.DJ U.S.SELEC.DIV.U.ETF;DE000A0D8Q49
ISH.S.EUR.SMALL 200 U.ETF;DE000A0D8QZ7
MTU AERO ENGINES NA O.N.;DE000A0D9PT0
HCI CAPITAL NA O.N.;DE000A0D9Y97
SMA SOLAR TECHNOL.AG;DE000A0DJ6J9
KTG AGRAR SE;DE000A0DN1J4
BET-AT-HOME.COM AG O.N.;DE000A0DNAY5
ISHS-FTSEUROF.80 U.ETF DZ;DE000A0DPM08
ISHS-FTSEUROF.100 U.ETFDZ;DE000A0DPM16
ISHS-MSCI JP UCETF DIS DZ;DE000A0DPMW9
ISHS-ESTXX MID UC. ETFDZ;DE000A0DPMX7
ISHS-CHINA L.C. UC.ETF DZ;DE000A0DPMY5
ISHS-ESTXX SM. UC.ETF DZ;DE000A0DPMZ2
ISHS-DL COR.BD UTS ETF DZ;DE000A0DPYY0
GWB IMMO. AG INH. GEN. 19;DE000A0DQSE2
FEEDBACK AG;DE000A0DRW95
SACHSENMILCH AG;DE000A0DRXC4
INAV EB.REXX.G.G 10,5+ EX;DE000A0E4R73
SCHNIGGE WPHDLBK AG;DE000A0EKK20
OEKOWORLD AG  VZO NEUE;DE000A0EKMG1
INTERSHOP COMM.;DE000A0EPUH1
HELMA EIGENHEIMBAU AG;DE000A0EQ578
ADINOTEC AG;DE000A0EQWK9
MBB SE O.N.;DE000A0ETBQ4
IS.DJ CHINA OFFS.50 U.ETF;DE000A0F5UE8
ISHARES NASDAQ-100 U.ETF;DE000A0F5UF5
IS.DJ EUROZ.SUST.SC.U.ETF;DE000A0F5UG3
IS.S.GL.SE.D.100 U.ETF A.;DE000A0F5UH1
IS.S.EU.600 BANK.U.ETF A.;DE000A0F5UJ7
IS.S.E.600 BA.RE.U.ETF A.;DE000A0F5UK5
PRAKTIKER AG O.N.;DE000A0F6MD5
INAV DJ US SELECT DIV. EX;DE000A0G82B3
NAV MSCI WORLD TRN INDEX;DE000A0G9JK9
ISHS DIV.COMM.SWAP UC.ETF;DE000A0H0728
IS.DJ AS.PAC.S.D.30 U.ETF;DE000A0H0744
IS.E.G.B.C.1.5-10.5 U.ETF;DE000A0H0785
IS.EO G.B.C.1.5-2.5 U.ETF;DE000A0H0793
IS.EO G.B.C.2.5-5.5 U.ETF;DE000A0H08A8
IS.E.G.B.C.5.5-10.5 U.ETF;DE000A0H08B6
IS.EO GO.BD.C.10.5+ U.ETF;DE000A0H08C4
ISHARES NIKKEI 225 U.ETF;DE000A0H08D2
IS.S.EU.600 CHEM.U.ETF A.;DE000A0H08E0
ISH.S.EU.600 C+M U.ETF A.;DE000A0H08F7
IS.S.E.600 FIN.S.U.ETF A.;DE000A0H08G5
IS.S.E.600 FO.+B.U.ETF A.;DE000A0H08H3
IS.S.E.600 I.G+S.U.ETF A.;DE000A0H08J9
IS.S.E.600 INSUR.U.ETF A.;DE000A0H08K7
IS.S.E.600 MEDIA U.ETF A.;DE000A0H08L5
IS.S.E.600 OIL+G.U.ETF A.;DE000A0H08M3
ISH.S.E.600 P+HG U.ETF A.;DE000A0H08N1
ISH.S.EU.600 RET.U.ETF A.;DE000A0H08P6
ISH.S.EU.600 TEC.U.ETF A.;DE000A0H08Q4
ISH.S.EU.600 TEL.U.ETF A.;DE000A0H08R2
ISH.S.EU.600 T+L U.ETF A.;DE000A0H08S0
MVV ENERGIE AG O.N.;DE000A0H52F5
ISHS-MSCI TAIWAN UC.ETFDZ;DE000A0HG2K5
ISHS-MSCI KR UCETF DZ DIS;DE000A0HG2L3
ISHS-MSCI BRA.UETF DIS DZ;DE000A0HG2M1
ISHARES-EO T.M.VA.L.U.DZ;DE000A0HG2N9
ISHS-EO ST.D.UCITS ETF DZ;DE000A0HG2P4
ISHS-EUR.PROP.YLD.U.ETFDZ;DE000A0HG2Q2
ISHS-UK DIV.UCITS ETF DZ;DE000A0HG2R0
ISHARES-EO T.M.GR.L.U.DZ;DE000A0HG3L1
MAGFORCE AG;DE000A0HGQF5
PLAN OPTIK         O.N.;DE000A0HGQS8
